Spectrum,Simple_Mean_Age,Simple_Mean_StdDev,Bootstrap_Median_Age,Bootstrap_Uncertainty
sn2003du-20030523.22-fast_corrected_snid,15.47,2.40,14.85,0.55
sn2001V-20010325.40-mmt_corrected_snid,19.00,2.85,18.35,0.73
sn1994M-19940504.15-fast_corrected_snid,-4.89,3.88,-4.25,1.20
sn1997bp-19970413.31-fast_corrected_snid,0.40,3.67,1.95,1.30
sn2007au-20070319.26-fast_corrected_snid,-3.11,3.42,-2.45,1.12
sn1999aa-19990409.14-fast_corrected_snid,38.18,4.14,38.30,0.93
sn1997bp-19970409.29-fast_corrected_snid,-0.47,4.75,1.40,0.89
sn2002bo-20020420.17-fast_corrected_snid,34.53,4.73,34.35,1.02
sn2002bo-20020316.34-fast_corrected_snid,1.12,3.49,1.75,0.73
sn2006ac-20060321.35-fast_corrected_snid,34.19,6.59,34.85,1.13
sn2007af-20070309.47-fast_corrected_snid,-2.72,4.05,-1.05,1.02
sn1996Z-19960606.17-fast_corrected_snid,35.80,16.97,35.55,9.89
sn1999dq-19991102.35-fast_corrected_snid,42.48,6.73,43.10,1.40
sn2006X-20060225.36-fast_corrected_snid,5.41,2.81,6.30,0.34
sn2001V-20010426.29-fast_corrected_snid,44.88,4.38,43.25,1.07
sn2007kk-20071019.39-fast_corrected_snid,9.37,1.39,9.15,0.23
sn2002bo-20020503.18-fast_corrected_snid,41.32,3.12,40.35,0.63
sn1994ae-19950206.45-fast_corrected_snid,73.75,7.81,71.30,2.38
sn1996ai-19960621.23-fast_corrected_snid,-0.89,2.83,-0.20,0.68
sn2004as-20040329.23-fast_corrected_snid,7.38,1.86,7.70,0.23
sn2001az-20010618.39-mmt_corrected_snid,42.08,7.52,42.25,1.10
sn2007S-20070208.34-fast_corrected_snid,-1.50,6.81,-5.05,0.85
sn1994D-19940405.34-fast_corrected_snid,17.50,3.12,17.00,0.65
sn2001fh-20011107.20-fast_corrected_snid,-3.68,3.12,-2.70,0.88
sn1998bu-19980630.17-fast_corrected_snid,44.70,3.79,43.30,0.94
sn2006gt-20060927.37-fast_corrected_snid,0.95,3.45,1.60,0.79
sn2002es-20020910.46-fast_corrected_snid,24.31,10.21,25.30,2.55
sn2002cu-20020515.46-fast_corrected_snid,-5.08,4.09,-5.15,1.09
sn1994ae-19941202.53-fast_snid,1.50,2.70,1.20,0.81
sn2003cq-20030409.25-fast_corrected_snid,-0.25,3.66,-1.00,0.68
sn2002dp-20020718.47-fast_corrected_snid,26.57,5.89,27.10,1.67
sn2002es-20020903.45-fast_corrected_snid,7.64,3.52,7.30,0.28
sn2004as-20040323.26-fast_corrected_snid,-3.28,5.01,-1.20,1.52
sn2003fa-20030702.29-fast_corrected_snid,14.70,1.69,14.40,0.36
sn1997bp-19970512.22-fast_corrected_snid,34.16,5.16,35.05,1.33
sn2006bz-20060506.16-fast_corrected_snid,-0.47,4.25,1.35,1.01
sn1994D-19940310.36-mmt_corrected_snid,-5.22,3.86,-5.05,0.86
sn2005cf-20050706.23-fast_corrected_snid,24.30,6.61,23.20,1.21
sn1998es-19981121.23-fast_corrected_snid,-4.41,4.85,-3.50,1.23
sn2007hj-20070908.30-fast_corrected_snid,-0.72,4.77,0.10,0.98
sn2006cf-20060522.26-fast_corrected_snid,2.62,2.42,2.35,0.69
sn2005cf-20050903.14-fast_corrected_snid,83.85,9.20,82.50,2.48
sn2006br-20060430.18-fast_corrected_snid,2.79,2.64,2.90,0.54
sn2001G-20010525.18-mmt_corrected_snid,105.98,16.64,100.15,5.31
sn2007nq-20071031.24-fast_corrected_snid,6.15,0.91,6.30,0.24
sn2003ch-20030325.16-fast_corrected_snid,-5.01,2.58,-4.15,0.72
sn2002fb-20020907.51-fast_corrected_snid,-4.21,4.16,-5.97,0.46
sn2000fa-20001203.44-mmt_corrected_snid,-8.03,1.48,-7.65,0.73
sn2002ha-20021029.13-fast_corrected_snid,-3.41,3.23,-3.35,0.60
sn2003du-20030707.26-fast_corrected_snid,63.16,6.29,61.30,1.33
sn2002fk-20030106.16-fast_corrected_snid,93.17,11.56,88.65,3.05
sn2003W-20030206.32-fast_corrected_snid,-2.31,3.86,-2.10,1.16
sn2007F-20070116.54-fast_corrected_snid,-4.34,4.05,-5.00,1.15
sn2003du-20030706.19-fast_corrected_snid,60.72,4.52,60.50,1.19
sn1999ac-19990407.46-fast_corrected_snid,32.15,7.06,33.45,1.35
sn2007ca-20070614.23-fast_corrected_snid,30.09,5.61,30.85,1.10
sn2006ac-20060225.38-fast_corrected_snid,10.27,0.97,10.60,0.28
sn2001ay-20010525.34-mmt_corrected_snid,28.20,6.24,27.45,0.79
sn1997bq-19970509.16-fast_corrected_snid,23.12,10.72,21.15,0.75
sn2004at-20040323.24-fast_corrected_snid,-3.72,2.89,-2.55,0.60
sn1998dm-19980916.41-fast_corrected_snid,10.42,1.26,10.50,0.20
sn1998de-19980801.41-fast_corrected_snid,-1.46,5.21,2.35,1.08
sn2003cg-20030329.27-mmt_corrected_snid,-1.95,3.35,-1.30,0.54
sn2004gs-20050106.40-fast_corrected_snid,28.03,4.42,28.80,0.66
sn2007le-20071104.31-fast_corrected_snid,8.51,1.33,8.50,0.25
sn2002hu-20021110.31-fast_corrected_snid,-4.30,2.23,-3.85,0.61
sn2007kk-20080111.27-mmt_corrected_snid,74.32,10.37,71.65,2.49
sn2002cd-20020414.49-fast_corrected_snid,-2.87,3.70,-1.70,0.48
sn2007bc-20070417.36-fast_corrected_snid,7.15,1.62,7.25,0.21
sn2006gr-20060927.30-fast_corrected_snid,-6.00,2.65,-5.65,0.69
sn2003W-20030210.35-fast_corrected_snid,2.75,4.35,2.35,1.57
sn1998V-19980502.49-fast_corrected_snid,42.47,3.61,41.85,0.63
sn2008Q-20080208.14-fast_corrected_snid,-1.78,2.19,-1.00,0.56
sn1997do-19971205.30-fast_corrected_snid,20.32,2.70,19.75,0.70
sn2004L-20040222.30-fast_corrected_snid,26.56,4.61,27.25,1.18
sn2002jy-20030103.12-fast_corrected_snid,5.88,1.66,5.60,0.21
sn2006X-20060721.16-fast_corrected_snid,146.59,43.08,130.55,16.58
sn2002dp-20020702.45-fast_corrected_snid,6.19,1.30,6.30,0.28
sn2004gs-20041219.42-fast_corrected_snid,5.80,1.79,5.70,0.45
sn1999da-19990709.45-fast_corrected_snid,1.07,3.46,2.10,0.84
sn2006le-20061125.36-fast_corrected_snid,15.72,1.72,15.55,0.51
sn2007co-20070617.34-fast_corrected_snid,-0.45,5.10,1.25,1.62
sn1998aq-19980531.20-fast_corrected_snid,33.78,2.99,33.10,0.78
sn2001V-20010316.29-fast_corrected_snid,10.15,1.30,10.35,0.27
sn1998es-19981117.20-fast_corrected_snid,-7.26,2.64,-6.60,0.82
sn1996X-19960417.33-fast_corrected_snid,-1.33,2.45,-0.65,0.79
sn1998bu-19980618.14-fast_corrected_snid,32.50,2.99,32.60,0.77
sn1994S-19940611.28-fast_corrected_snid,-4.09,3.57,-2.70,0.74
sn1994ae-19941201.50-fast_corrected_snid,0.90,2.69,1.45,0.67
sn2006X-20060226.32-fast_corrected_snid,5.83,2.98,7.00,0.37
sn2002hd-20021029.52-fast_corrected_snid,2.85,1.99,3.20,0.36
sn1997do-19971103.43-fast_corrected_snid,-1.38,2.85,-0.45,0.62
sn2003du-20030505.30-fast_corrected_snid,-1.49,2.16,-1.55,0.64
sn2002fk-20021003.45-fast_corrected_snid,-1.02,2.28,-0.80,0.67
sn1995D-19950224.30-fast_corrected_snid,-0.28,3.01,-0.75,0.98
sn2001V-20010314.43-fast_corrected_snid,8.93,1.02,8.95,0.23
sn1997cn-19970531.33-fast_corrected_snid,26.22,5.28,27.35,0.92
sn2005cf-20050601.26-fast_corrected_snid,-7.26,2.06,-6.35,0.72
sn1999ef-19991014.31-fast_corrected_snid,8.95,0.91,8.70,0.25
sn2003ch-20030402.03-ldss2_corrected_snid,4.21,2.03,4.40,0.76
sn2005eq-20051202.28-fast_corrected_snid,42.69,4.29,41.60,0.60
sn2002cd-20020605.46-fast_corrected_snid,66.30,12.08,64.30,3.23
sn1997cn-19970701.25-mmt_corrected_snid,55.13,6.39,54.80,1.94
sn2002de-20020614.19-fast_corrected_snid,-4.12,5.12,-4.40,1.18
sn2006lf-20061111.36-fast_corrected_snid,2.40,3.47,3.35,0.89
sn2006hb-20060929.51-fast_corrected_snid,2.37,3.99,3.15,0.52
sn2006hb-20061002.47-fast_corrected_snid,7.18,1.37,7.40,0.25
sn1999aa-19990415.16-fast_corrected_snid,44.02,7.04,43.65,2.02
sn2004fu-20041202.07-fast_corrected_snid,14.52,2.66,14.30,0.62
sn2007le-20071112.20-fast_corrected_snid,15.68,2.47,15.20,0.59
sn1997do-19971106.51-fast_corrected_snid,-1.86,2.78,-1.60,0.60
sn1999aa-19990213.35-fast_corrected_snid,-8.18,2.19,-7.35,0.72
sn2003W-20030202.30-fast_corrected_snid,-1.24,4.43,-1.50,0.59
sn1997bp-19970508.15-fast_corrected_snid,36.69,6.35,37.50,1.51
sn2004bk-20040424.32-fast_corrected_snid,5.05,3.73,6.05,0.38
sn2002bo-20020520.14-fast_corrected_snid,58.17,5.46,57.30,1.35
sn2001en-20011015.31-fast_corrected_snid,1.33,4.57,1.75,1.00
sn2000cf-20000523.31-fast_corrected_snid,16.84,2.66,17.45,0.60
sn2007bm-20070619.18-fast_corrected_snid,43.16,3.80,41.65,0.85
sn2002bf-20020319.33-fast_corrected_snid,14.41,2.43,15.40,0.72
sn2002bf-20020310.24-fast_corrected_snid,4.66,3.29,6.40,0.43
sn2003kc-20031219.49-fast_corrected_snid,16.29,2.29,15.80,0.43
sn2001fh-20011108.19-fast_corrected_snid,-2.64,2.51,-2.50,0.76
sn2002fk-20021228.25-fast_corrected_snid,87.45,8.97,85.20,2.04
sn1998es-19981219.08-fast_corrected_snid,19.79,3.54,18.20,0.88
sn1997do-19971205.35-mmt_corrected_snid,20.14,2.97,19.05,0.70
sn1999by-19990516.17-fast_corrected_snid,5.12,3.77,5.30,0.98
sn1994D-19940313.31-fast_corrected_snid,-2.86,3.55,-2.05,1.03
sn2006bt-20060502.33-fast_corrected_snid,-6.27,4.02,-4.75,0.63
sn1994ae-19950131.40-fast_corrected_snid,66.62,6.74,64.35,1.62
sn1998ab-19980504.28-fast_corrected_snid,28.12,8.46,25.80,1.31
sn1998aq-19980427.29-fast_corrected_snid,-1.60,3.35,-1.35,0.70
sn2006D-20060207.45-mmt_corrected_snid,27.35,16.90,21.25,1.27
sn1997bp-19970610.20-fast_corrected_snid,64.36,10.85,64.90,3.29
sn1998aq-19980504.26-fast_corrected_snid,3.58,2.61,4.05,0.31
sn2001br-20010524.46-mmt_corrected_snid,1.55,3.18,1.85,0.43
sn2002he-20021113.53-fast_corrected_snid,4.22,3.91,5.40,0.53
sn2005am-20050309.25-fast_corrected_snid,1.45,2.16,0.93,0.66
sn2006le-20061117.44-fast_corrected_snid,8.42,0.97,8.15,0.33
sn1998es-19981122.26-fast_corrected_snid,-5.38,2.27,-3.67,1.10
sn2001eh-20010926.37-fast_corrected_snid,8.01,1.99,8.40,0.25
sn2003kf-20031129.41-fast_corrected_snid,-1.81,3.17,-0.50,0.77
sn2007kk-20071010.39-fast_corrected_snid,0.06,5.17,1.10,0.87
sn2008af-20080211.48-fast_corrected_snid,4.88,2.19,6.05,0.39
sn2002dj-20020712.17-fast_corrected_snid,14.12,3.14,14.60,1.01
sn2000fa-20010101.42-fast_corrected_snid,16.57,1.79,16.05,0.43
sn1996ai-19960706.23-fast_corrected_snid,17.02,1.72,16.45,0.34
sn2006lf-20061216.30-fast_corrected_snid,44.17,3.82,44.30,1.27
sn2005el-20050929.48-fast_corrected_snid,-4.21,3.39,-3.15,0.78
sn2001N-20010202.47-fast_corrected_snid,9.96,5.45,8.30,0.45
sn2007bm-20070514.16-fast_corrected_snid,9.09,1.83,9.60,0.45
sn2002bo-20020408.20-fast_corrected_snid,14.06,2.60,14.35,0.91
sn2001N-20010126.24-mmt_corrected_snid,2.63,5.71,3.45,1.15
sn2008Z-20080510.15-fast_corrected_snid,98.29,42.31,87.20,2.63
sn2001da-20010716.46-fast_corrected_snid,0.35,3.37,-0.15,0.80
sn2007hj-20070903.28-fast_corrected_snid,-3.00,2.72,-2.45,1.03
sn2002bo-20020405.23-fast_corrected_snid,10.69,1.27,11.30,0.31
sn2002aw-20020218.52-fast_corrected_snid,-3.17,3.00,-2.80,0.81
sn2002fb-20021009.34-fast_corrected_snid,30.38,7.76,30.20,1.40
sn2005ke-20051125.30-fast_corrected_snid,4.68,1.84,4.50,0.61
sn2001ep-20011214.32-fast_corrected_snid,52.77,4.01,53.30,1.45
sn2003kf-20040119.26-fast_corrected_snid,45.83,4.45,44.85,0.98
sn2006X-20060326.26-fast_corrected_snid,34.78,5.93,37.35,1.20
sn2003du-20030526.27-fast_corrected_snid,17.74,2.95,17.25,0.61
sn2006X-20060325.46-fast_corrected_snid,32.69,5.62,35.70,1.68
sn1996bl-19961016.29-fast_corrected_snid,-2.42,4.42,-1.10,0.53
sn2007ax-20070326.21-fast_corrected_snid,-2.33,6.27,-1.00,-1.00
sn2007le-20071114.18-fast_corrected_snid,17.00,1.96,16.55,0.58
sn2001br-20010521.44-fast_corrected_snid,-1.38,3.20,-0.80,0.84
sn2004L-20040220.29-fast_corrected_snid,26.43,4.56,26.60,1.29
sn1998dh-19980914.36-fast_corrected_snid,38.06,4.06,38.30,0.66
sn1994D-19940612.23-mmt_corrected_snid,100.50,24.91,98.20,4.22
sn2001eh-20010912.44-fast_corrected_snid,-4.50,3.01,-4.55,0.68
sn2007fb-20070711.41-fast_corrected_snid,2.48,1.94,2.65,0.52
sn1998de-19980729.50-fast_corrected_snid,-2.84,5.90,-0.60,1.48
sn2006le-20061116.42-fast_corrected_snid,6.86,2.29,6.75,0.33
sn2006le-20061226.28-fast_corrected_snid,49.41,4.65,48.00,2.08
sn2003U-20030201.55-fast_corrected_snid,-5.32,2.59,-4.78,0.63
sn1994D-19940506.28-fast_corrected_snid,54.16,4.27,52.90,1.39
sn2005cf-20050709.23-fast_corrected_snid,30.54,7.34,31.45,1.81
sn1995D-19950404.23-fast_corrected_snid,42.28,3.47,41.40,0.62
sn2002cs-20020603.34-fast_corrected_snid,21.88,3.89,22.45,0.51
sn2007al-20070318.25-fast_corrected_snid,5.73,7.57,6.20,1.51
sn1998bp-19980516.44-fast_corrected_snid,28.02,5.05,28.30,0.55
sn1998bu-19980517.15-fast_corrected_snid,-1.43,2.65,-0.80,0.64
sn2002ck-20020503.34-fast_corrected_snid,-0.29,3.54,0.10,0.72
sn1999gp-20000102.21-fast_corrected_snid,-3.68,1.48,-4.20,0.47
sn2001G-20010115.32-fast_corrected_snid,-3.58,2.50,-2.75,1.00
sn2002es-20020928.43-fast_corrected_snid,28.21,8.82,28.15,2.57
sn1999gp-20000110.11-fast_corrected_snid,1.56,2.32,1.60,0.84
sn2007kk-20071014.37-fast_corrected_snid,3.38,3.97,4.65,0.54
sn2006le-20061027.52-fast_corrected_snid,-8.64,2.47,-7.80,0.73
sn1998ab-19980430.26-fast_corrected_snid,20.73,2.64,20.50,0.76
sn2002bf-20020322.33-fast_corrected_snid,18.06,3.22,18.10,0.58
sn1996bo-19961105.24-fast_corrected_snid,6.72,1.27,7.00,0.28
sn2001gc-20011223.32-fast_corrected_snid,22.57,5.99,21.45,0.62
sn2004bg-20040411.39-fast_corrected_snid,-0.97,2.42,-1.00,0.55
sn2002ha-20021108.09-fast_corrected_snid,3.40,2.10,3.40,0.31
sn2007kk-20071007.38-fast_corrected_snid,-3.67,4.64,-2.15,1.25
sn1998aq-19980430.24-fast_corrected_snid,-0.93,3.37,-0.30,0.60
sn2006N-20060203.21-fast_corrected_snid,9.09,1.54,9.00,0.29
sn2003W-20030204.27-fast_corrected_snid,-0.86,4.29,-1.05,0.73
sn2006X-20060228.34-fast_corrected_snid,8.15,0.97,7.95,0.35
sn2007af-20070625.17-fast_corrected_snid,94.24,11.43,90.20,2.73
sn2001eh-20010922.35-fast_corrected_snid,0.11,2.79,0.70,1.02
sn1999cl-19990611.18-fast_corrected_snid,-0.18,5.06,0.85,1.30
sn2003cq-20030410.22-fast_corrected_snid,-2.48,3.36,-1.75,0.82
sn2003ic-20030928.30-fast_corrected_snid,3.37,7.66,6.30,1.35
sn2005cf-20050603.29-fast_corrected_snid,-6.21,2.31,-6.15,0.71
sn2007le-20071102.13-fast_corrected_snid,6.89,1.13,6.65,0.24
sn1997cn-19970609.21-fast_corrected_snid,25.61,4.48,26.15,1.01
sn2006le-20061101.43-fast_corrected_snid,-6.64,3.01,-6.50,0.85
sn2007F-20070219.43-fast_corrected_snid,23.78,5.26,24.20,1.09
sn2003fa-20030623.33-fast_corrected_snid,3.03,2.84,3.83,0.50
sn2007fb-20071015.30-fast_corrected_snid,109.17,20.71,98.55,5.11
sn1994D-19940311.41-fast_corrected_snid,-1.52,3.77,-1.05,0.94
sn2007kk-20071104.33-fast_corrected_snid,20.62,4.32,20.40,0.84
sn1997do-19971129.55-fast_corrected_snid,14.31,1.95,14.75,0.51
sn2003fa-20030704.24-fast_corrected_snid,15.73,1.73,15.60,0.52
sn2002ck-20020515.29-fast_corrected_snid,13.36,1.49,13.50,0.36
sn1994D-19940510.16-fast_corrected_snid,58.13,3.41,57.75,1.31
sn2007ca-20070520.22-fast_corrected_snid,11.14,1.48,11.25,0.27
sn2007af-20070718.21-fast_corrected_snid,113.07,18.42,100.15,5.34
sn2000ce-20000510.15-fast_corrected_snid,5.95,1.85,5.60,0.31
sn1998bu-19980628.16-fast_corrected_snid,42.83,3.47,41.65,0.72
sn1998dh-19980917.40-fast_corrected_snid,41.38,4.38,41.20,0.56
sn2008Z-20080416.16-fast_corrected_snid,62.66,4.28,61.95,1.15
sn2007bd-20070418.22-fast_corrected_snid,2.10,2.16,1.70,0.52
sn2005na-20060109.43-fast_corrected_snid,3.08,2.87,1.90,0.94
sn2005am-20050503.15-fast_corrected_snid,62.52,6.56,60.73,1.38
sn2007kk-20071012.49-fast_corrected_snid,3.59,1.72,2.42,0.65
sn1996bl-19961103.25-fast_corrected_snid,14.06,1.63,14.20,0.45
sn2006le-20061112.40-fast_corrected_snid,0.48,3.84,1.80,0.83
sn2006cf-20060604.22-fast_corrected_snid,16.84,2.95,17.15,0.70
sn2003W-20030201.35-fast_corrected_snid,-3.45,3.21,-4.00,0.86
sn1998bu-19980617.14-fast_corrected_snid,32.96,2.70,32.90,0.78
sn2006gr-20061003.26-fast_corrected_snid,-4.00,3.75,-4.10,0.86
sn1994ae-19941207.47-fast_corrected_snid,7.57,1.27,7.50,0.53
sn2001ep-20011014.45-fast_corrected_snid,-1.65,2.30,-1.95,0.62
sn2005cf-20050602.24-fast_corrected_snid,-7.07,1.95,-6.45,0.54
sn2008C-20080402.14-mmt_corrected_snid,92.70,11.21,90.60,2.53
sn2008Q-20080207.13-fast_corrected_snid,-1.65,2.06,-1.30,0.60
sn2002bf-20020318.24-fast_corrected_snid,12.46,2.08,12.25,0.46
sn1997bp-19970412.31-fast_corrected_snid,0.94,3.52,2.05,0.90
sn2007ba-20070411.50-fast_corrected_snid,2.48,2.24,2.65,0.71
sn2006cj-20060521.29-fast_corrected_snid,-2.40,3.62,-2.15,0.69
sn2006bt-20060507.30-fast_corrected_snid,-3.75,3.22,-2.95,0.55
sn1998bp-19980602.35-fast_corrected_snid,30.93,4.20,29.55,0.78
sn1997dt-19971228.12-fast_corrected_snid,34.01,4.90,34.15,1.16
sn1998bp-19980528.47-fast_corrected_snid,28.53,3.78,28.20,0.73
sn2007ae-20070225.54-fast_corrected_snid,0.52,2.83,-0.70,0.80
sn2001bf-20010521.43-fast_corrected_snid,-2.06,5.28,-0.85,1.61
sn2006X-20060224.36-fast_corrected_snid,4.84,3.02,5.80,0.39
sn1994ae-19941203.54-fast_corrected_snid,2.62,2.45,2.45,0.80
sn2006N-20060202.20-fast_corrected_snid,7.71,1.25,7.50,0.26
sn2003fa-20030605.42-fast_corrected_snid,-2.64,6.35,-5.10,0.71
sn2003ch-20030331.15-fast_corrected_snid,1.51,2.16,1.70,0.48
sn1998V-19980331.48-fast_corrected_snid,12.42,1.21,12.35,0.32
sn1998aq-19980501.25-fast_corrected_snid,0.18,3.27,0.20,0.60
sn2002fk-20030112.19-fast_corrected_snid,95.28,13.21,89.25,3.27
sn1995D-19950331.17-mmt_corrected_snid,37.56,4.12,36.50,1.14
sn2002fk-20021103.37-mmt_corrected_snid,30.43,3.73,30.25,0.92
sn2001fe-20011114.49-fast_corrected_snid,-1.88,3.33,-0.80,0.81
sn1998ab-19980501.27-fast_corrected_snid,21.92,3.13,21.50,0.71
sn1998V-19980319.51-fast_corrected_snid,-0.34,3.70,0.10,0.61
sn2007al-20070320.11-ldss3_corrected_snid,11.09,6.25,11.80,1.80
sn1999by-19990513.18-fast_corrected_snid,34.39,29.88,7.90,9.14
sn1999aa-19990507.16-fast_corrected_snid,74.80,8.12,73.00,2.82
sn2000fa-20001223.35-fast_corrected_snid,9.06,0.99,9.00,0.25
sn2006al-20060303.35-fast_corrected_snid,9.22,1.04,9.05,0.26
sn2004gs-20041216.49-fast_corrected_snid,2.04,3.05,3.15,0.50
sn2006al-20060227.42-fast_corrected_snid,4.05,2.27,4.35,0.32
sn2001en-20011016.33-fast_corrected_snid,3.13,4.22,5.00,0.81
sn2005cf-20050531.22-fast_corrected_snid,-2.71,4.57,-1.60,0.96
sn2002cr-20020506.25-fast_corrected_snid,-4.57,3.83,-3.25,0.76
sn2004at-20040324.32-fast_corrected_snid,-3.43,2.88,-2.55,0.60
sn1998dm-19980918.40-fast_corrected_snid,12.58,1.12,12.45,0.33
sn1997bq-19970429.17-fast_corrected_snid,8.38,1.27,8.60,0.28
sn2003Y-20030131.35-fast_corrected_snid,-0.52,3.82,-0.55,1.12
sn1997bp-19970407.42-mmt_corrected_snid,-3.62,4.90,-3.85,1.15
sn2008ar-20080229.39-fast_corrected_snid,-7.27,2.88,-8.30,0.63
sn1997do-19971126.37-fast_corrected_snid,10.71,1.59,11.10,0.25
sn2004dt-20041011.37-fast_corrected_snid,59.73,3.91,58.35,1.03
sn2001fe-20011214.48-fast_corrected_snid,30.52,9.19,27.20,4.90
sn1999cc-19990605.35-fast_corrected_snid,22.16,3.02,23.70,0.62
sn2006H-20060127.26-fast_corrected_snid,23.09,5.87,24.70,1.45
sn2003kf-20031226.38-fast_corrected_snid,16.71,2.09,16.50,0.29
sn2002fb-20020929.42-fast_corrected_snid,-1.00,-1.00,-1.00,-1.00
sn2006S-20060224.39-fast_corrected_snid,18.47,1.64,17.70,0.38
sn1998ec-19981029.50-fast_corrected_snid,24.38,7.87,24.10,0.89
sn1998es-19981114.22-fast_corrected_snid,-6.19,1.70,-1.00,-1.00
sn1998bu-19981125.54-fast_corrected_snid,193.53,54.91,215.95,27.70
sn2003W-20030207.40-fast_corrected_snid,1.01,3.09,0.05,1.03
sn2006S-20060131.49-fast_corrected_snid,-3.52,3.09,-3.60,0.90
sn1999dq-19990917.46-fast_corrected_snid,1.27,2.17,0.35,0.59
sn2005na-20060122.27-fast_corrected_snid,17.82,3.36,17.60,0.66
sn2003cg-20030328.26-fast_corrected_snid,-0.58,2.77,-1.40,0.63
sn1999by-19990517.16-fast_corrected_snid,9.61,7.57,8.35,2.18
sn2007af-20070620.18-fast_corrected_snid,90.69,8.34,87.00,1.68
sn2007ca-20070516.26-fast_corrected_snid,7.29,1.28,7.30,0.34
sn2006ax-20060402.30-fast_corrected_snid,-0.81,2.95,-1.10,0.65
sn2008ar-20080505.21-fast_corrected_snid,43.31,5.47,43.25,1.32
sn1999ek-19991030.47-fast_corrected_snid,-1.11,2.06,-0.85,0.41
sn1995E-19950226.27-fast_corrected_snid,-0.40,2.85,-0.90,0.76
sn1994D-19940515.20-fast_corrected_snid,63.25,4.33,62.18,1.26
sn2002cd-20020611.45-fast_corrected_snid,64.24,7.19,62.45,1.69
sn2002fk-20021008.40-fast_corrected_snid,4.30,3.44,5.25,0.30
sn2000fa-20001215.36-fast_corrected_snid,-0.44,3.49,0.45,0.78
sn2001ay-20010430.36-fast_corrected_snid,4.60,5.81,7.00,0.52
sn2008ar-20080625.00-ldss3_corrected_snid,102.80,15.93,95.15,3.92
sn2005eq-20051205.24-fast_corrected_snid,43.52,5.85,43.90,1.05
sn2005eq-20051011.39-fast_corrected_snid,-2.90,4.32,-2.10,1.00
sn1994D-19940407.42-fast_corrected_snid,21.05,3.72,20.20,1.15
sn2006al-20060224.34-fast_corrected_snid,2.52,1.98,2.35,0.41
sn2003iv-20031020.40-fast_corrected_snid,-1.85,3.28,-1.60,0.72
sn2003it-20031029.21-fast_corrected_snid,5.17,1.89,5.15,0.67
sn2007A-20070117.11-fast_corrected_snid,2.59,2.19,2.15,0.61
sn1998dh-19980919.32-fast_corrected_snid,42.55,4.29,42.65,1.06
sn2007af-20070320.48-fast_corrected_snid,4.55,1.40,4.70,0.46
sn1995D-19951202.44-mmt_corrected_snid,212.91,66.00,219.65,11.38
sn1998aq-19980419.26-fast_corrected_snid,-1.20,4.26,-0.50,0.75
sn1999by-19990609.17-fast_corrected_snid,27.59,9.63,28.30,2.16
sn2002hu-20021113.25-fast_corrected_snid,-1.28,3.15,-1.85,0.78
sn2004dt-20040911.42-fast_corrected_snid,18.68,4.29,19.00,1.26
sn2001V-20010323.24-fast_corrected_snid,16.98,2.58,16.60,0.49
sn1994S-19940616.24-fast_corrected_snid,-0.21,2.71,0.15,0.59
sn1998aq-19980617.16-fast_corrected_snid,53.08,5.41,52.60,1.48
sn2007F-20070122.49-fast_corrected_snid,-0.93,2.59,-0.47,0.75
sn2002hd-20021113.51-fast_corrected_snid,21.55,3.69,20.95,1.16
sn2003cq-20030509.15-fast_corrected_snid,27.65,5.68,26.20,1.53
sn2006gr-20060928.18-fast_corrected_snid,-6.18,2.71,-5.35,0.75
sn1998aq-19980718.18-fast_corrected_snid,88.83,7.14,85.90,1.99
sn1998bp-19980518.36-fast_corrected_snid,28.95,3.05,27.50,0.77
sn2007nq-20071103.20-fast_corrected_snid,8.65,1.33,9.15,0.36
sn1998bu-19990117.46-fast_corrected_snid,223.98,56.18,222.30,20.41
sn2006al-20060225.32-fast_corrected_snid,2.14,2.10,2.45,0.41
sn2003ic-20030921.36-fast_corrected_snid,1.24,1.88,0.30,0.54
sn2003it-20031025.24-fast_corrected_snid,0.21,2.24,-0.10,0.70
sn2001bg-20010515.23-fast_corrected_snid,-0.17,4.74,2.85,0.58
sn2006ax-20060323.31-fast_corrected_snid,-3.85,3.38,-2.90,0.74
sn1997bq-19970531.18-fast_corrected_snid,32.02,7.06,35.05,1.81
sn1998bu-19980601.18-fast_corrected_snid,12.51,1.41,12.40,0.31
sn2007af-20070521.26-fast_corrected_snid,64.30,6.37,62.65,1.80
sn2003W-20030209.35-fast_corrected_snid,2.10,3.25,2.55,1.19
sn2003ic-20030919.40-fast_corrected_snid,-0.71,4.38,-1.35,0.89
sn2003du-20030428.24-fast_corrected_snid,-1.73,3.26,-1.25,0.67
sn1996X-19960508.26-fast_corrected_snid,23.04,6.46,23.85,1.24
sn1999gp-20000227.12-fast_corrected_snid,41.42,4.67,41.65,1.26
sn2006bt-20060504.35-fast_corrected_snid,-4.86,3.75,-3.30,0.62
sn1999ej-19991109.26-fast_corrected_snid,8.56,1.15,8.30,0.27
sn2007af-20070318.41-fast_corrected_snid,1.27,4.45,2.85,0.50
sn2005am-20050311.23-fast_corrected_snid,2.98,2.82,3.20,0.83
sn2007S-20070226.30-fast_corrected_snid,11.45,1.62,11.65,0.38
sn2001ay-20010424.32-fast_corrected_snid,-1.17,4.44,-1.35,1.41
sn2007hj-20070913.33-fast_corrected_snid,6.23,1.84,7.10,0.26
