sn_name,snr,redshift,feature_depth,mean_continuum_noise,adaptive_feature_width_A,min_wavelength_A,spectrum_file
2008Z,9.01,0.02100,1.1096e-16,1.2313e-17,229.3,6438.5,sn2008Z-20080407.24-fast_corrected.flm
2003fa,7.59,0.04040,4.4302e-17,5.8354e-18,110.0,6402.0,sn2003fa-20030705.41-mmt_corrected.flm
2005mc,14.94,0.02530,4.5778e-16,3.0644e-17,227.9,6290.4,sn2005mc-20060104.38-fast_corrected.flm
2001fe,39.50,0.01340,2.2725e-15,5.7533e-17,219.0,6207.0,sn2001fe-20011122.48-fast_corrected.flm
1999gp,1.68,0.02670,5.9378e-17,3.5257e-17,255.0,6382.5,sn1999gp-20000129.10-fast_corrected.flm
2006ax,18.48,0.01670,1.0574e-15,5.7234e-17,219.0,6204.0,sn2006ax-20060324.30-fast_corrected.flm
1998dm,18.38,0.00650,1.0582e-15,5.7572e-17,156.0,6187.5,sn1998dm-19980921.41-fast_corrected.flm
2004fu,37.90,0.00920,1.0832e-14,2.8584e-16,232.3,6181.9,sn2004fu-20041202.07-fast_corrected.flm
2006gr,3.85,0.03460,4.3974e-17,1.1427e-17,4.4,6303.8,sn2006gr-20061114.11-fast_corrected.flm
2002hu,6.12,0.03740,1.4096e-16,2.3035e-17,241.5,6394.5,sn2002hu-20021113.25-fast_corrected.flm
1998eg,24.10,0.02490,8.4472e-16,3.5057e-17,246.0,6279.0,sn1998eg-19981024.15-fast_corrected.flm
2008Z,25.75,0.02100,1.4032e-15,5.4498e-17,210.2,6259.2,sn2008Z-20080226.44-fast_corrected.flm
2000fa,15.01,0.02130,7.4034e-16,4.9335e-17,192.0,6262.0,sn2000fa-20001223.35-fast_corrected.flm
2001V,15.91,0.01510,4.2127e-16,2.6472e-17,243.0,6421.5,sn2001V-20010501.36-fast_corrected.flm
2007af,2.20,0.00540,4.1826e-18,1.8995e-18,7.8,6365.9,sn2007af-20080111.53-mmt_corrected.flm
2002cu,5.73,0.02280,1.9963e-16,3.4822e-17,238.5,6114.0,sn2002cu-20020513.46-fast_corrected.flm
2002ha,3.19,0.01440,1.3863e-16,4.3494e-17,28.5,6231.0,sn2002ha-20021205.09-fast_corrected.flm
2004as,2.71,0.03100,4.5395e-17,1.6777e-17,12.0,6346.5,sn2004as-20040419.26-fast_corrected.flm
1998dm,14.66,0.00650,4.9216e-16,3.3576e-17,163.5,6327.0,sn1998dm-19981023.36-fast_corrected.flm
2002bo,47.74,0.00430,5.5214e-15,1.1567e-16,255.0,6159.0,sn2002bo-20020407.30-fast_corrected.flm
2007co,14.29,0.02700,2.2774e-16,1.5938e-17,257.2,6291.1,sn2007co-20070622.38-fast_corrected.flm
1998bu,126.32,0.00290,3.6278e-14,2.8720e-16,193.5,6151.5,sn1998bu-19980529.18-fast_corrected.flm
1998dh,28.79,0.00870,2.3260e-15,8.0788e-17,229.5,6135.0,sn1998dh-19980728.40-fast_corrected.flm
2007nq,21.26,0.04500,3.8604e-16,1.8157e-17,224.9,6381.2,sn2007nq-20071031.24-fast_corrected.flm
2006ac,14.49,0.02270,3.8922e-16,2.6866e-17,229.3,6245.7,sn2006ac-20060302.48-fast_corrected.flm
2002de,15.14,0.02800,1.1478e-15,7.5835e-17,195.0,6282.0,sn2002de-20020611.29-fast_corrected.flm
1994ae,33.33,0.00430,1.4152e-15,4.2459e-17,232.3,6341.6,sn1994ae-19950131.40-fast_corrected.flm
2003cg,8.65,0.00410,5.4087e-16,6.2507e-17,31.5,6192.0,sn2003cg-20030427.18-fast_corrected.flm
2005M,9.20,0.02200,9.2350e-16,1.0034e-16,152.9,6309.5,sn2005M-20050209.33-fast_corrected.flm
2006bt,21.07,0.03220,4.6133e-16,2.1891e-17,277.8,6325.0,sn2006bt-20060503.33-fast_corrected.flm
1999aa,15.37,0.01440,7.8185e-16,5.0855e-17,124.5,6229.5,sn1999aa-19990311.23-fast_corrected.flm
2006gr,4.37,0.03460,6.2567e-17,1.4308e-17,155.8,6300.3,sn2006gr-20060929.13-fast_corrected.flm
2007fs,10.86,0.01730,1.5424e-15,1.4202e-16,158.8,6231.7,sn2007fs-20070718.42-fast_corrected.flm
2003kf,33.17,0.00740,3.2414e-15,9.7718e-17,249.0,6145.0,sn2003kf-20031128.33-imacs_corrected.flm
1998ab,5.14,0.02700,1.4055e-16,2.7349e-17,175.5,6438.0,sn1998ab-19980516.24-fast_corrected.flm
2005eq,5.35,0.02900,2.0726e-16,3.8738e-17,151.4,6322.1,sn2005eq-20051007.40-fast_corrected.flm
2007bm,30.86,0.00620,1.7208e-15,5.5760e-17,180.8,6201.4,sn2007bm-20070517.17-fast_corrected.flm
2006le,25.32,0.01740,2.9686e-15,1.1724e-16,227.9,6234.2,sn2006le-20061119.40-fast_corrected.flm
2003kf,27.39,0.00740,1.5776e-15,5.7589e-17,195.0,6205.5,sn2003kf-20031229.32-fast_corrected.flm
2006cj,5.10,0.06750,7.1255e-17,1.3978e-17,141.1,6533.7,sn2006cj-20060522.29-fast_corrected.flm
2008bf,30.65,0.02460,1.5421e-15,5.0310e-17,232.3,6258.2,sn2008bf-20080330.31-fast_corrected.flm
2007af,38.69,0.00540,1.0980e-15,2.8381e-17,192.6,6356.3,sn2007af-20070515.27-fast_corrected.flm
1998aq,30.83,0.00390,4.4092e-15,1.4303e-16,184.5,6165.0,sn1998aq-19980518.20-fast_corrected.flm
1999gp,8.13,0.02670,2.9950e-16,3.6836e-17,166.5,6304.5,sn1999gp-20000105.10-fast_corrected.flm
2002fk,10.34,0.00750,3.2824e-16,3.1750e-17,177.0,6355.5,sn2002fk-20030104.17-fast_corrected.flm
2006cj,11.67,0.06750,1.7131e-16,1.4685e-17,251.4,6560.7,sn2006cj-20060523.33-fast_corrected.flm
2001ay,16.65,0.03020,3.7695e-16,2.2641e-17,262.5,6276.0,sn2001ay-20010430.36-fast_corrected.flm
2001V,13.71,0.01510,3.9504e-16,2.8809e-17,171.0,6367.5,sn2001V-20010421.17-fast_corrected.flm
2006bq,16.62,0.02190,4.2542e-16,2.5592e-17,207.3,6225.0,sn2006bq-20060427.35-fast_corrected.flm
2008ar,4.64,0.02610,1.9475e-16,4.1938e-17,126.4,6254.3,sn2008ar-20080301.39-fast_corrected.flm
2000cp,6.04,0.03420,1.5528e-16,2.5699e-17,166.5,6291.0,sn2000cp-20000624.34-fast_corrected.flm
1997bq,45.13,0.00930,3.1518e-15,6.9832e-17,249.9,6102.0,sn1997bq-19970414.21-fast_corrected.flm
2002fk,69.75,0.00750,7.7206e-15,1.1068e-16,223.5,6199.5,sn2002fk-20021009.36-fast_corrected.flm
2005el,23.96,0.01480,8.9114e-15,3.7192e-16,213.2,6238.3,sn2005el-20051007.48-fast_corrected.flm
2001G,7.93,0.01680,1.9166e-16,2.4168e-17,36.0,6238.5,sn2001G-20010216.31-fast_corrected.flm
1994T,0.86,0.03460,4.6447e-17,5.4166e-17,91.1,6293.6,sn1994T-19940612.19-fast_corrected.flm
2007co,21.71,0.02700,3.0835e-16,1.4202e-17,260.2,6289.6,sn2007co-20070618.35-fast_corrected.flm
2000ce,10.47,0.01630,7.8795e-15,7.5256e-16,151.5,6223.5,sn2000ce-20000512.15-fast_corrected.flm
2003iv,22.80,0.03430,4.1719e-16,1.8296e-17,214.5,6339.0,sn2003iv-20031020.40-fast_corrected.flm
2007af,29.94,0.00540,4.9193e-16,1.6428e-17,242.6,6394.9,sn2007af-20070615.21-fast_corrected.flm
1999dq,9.88,0.01410,3.9133e-16,3.9626e-17,69.0,6223.5,sn1999dq-19991003.45-fast_corrected.flm
2003du,26.43,0.00640,1.7762e-14,6.7212e-16,166.5,6196.5,sn2003du-20030525.21-fast_corrected.flm
1999gh,30.29,0.00770,5.1294e-15,1.6937e-16,259.5,6165.0,sn1999gh-19991209.50-fast_corrected.flm
2000fa,6.03,0.02130,1.6171e-17,2.6836e-18,128.0,6464.0,sn2000fa-20010325.18-mmt_corrected.flm
1994M,5.01,0.02320,2.4268e-16,4.8459e-17,113.2,6270.2,sn1994M-19940507.29-fast_corrected.flm
2003it,19.41,0.02510,3.6943e-16,1.9033e-17,216.0,6271.5,sn2003it-20031030.22-fast_corrected.flm
2002ck,16.49,0.02980,6.8899e-16,4.1779e-17,243.0,6327.0,sn2002ck-20020503.34-fast_corrected.flm
2002ha,19.92,0.01440,1.5036e-15,7.5476e-17,202.5,6220.5,sn2002ha-20021112.08-fast_corrected.flm
2001en,4.49,0.01640,1.7194e-16,3.8297e-17,0.0,6253.5,sn2001en-20011117.19-fast_corrected.flm
1996Z,39.88,0.00740,5.7541e-15,1.4429e-16,233.7,6169.6,sn1996Z-19960522.17-fast_corrected.flm
